steering_angle,throttle,brake,distance_to_object,position_x,position_y,position_z,rotation_yaw,rotation_pitch,rotation_roll,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,lidar_mean_distance,radar_mean_distance,radar_mean_velocity,depth_mean,speed_kmh
0,0,0,1.185680985,245.8651123,0.503295362,-0.005113163,-88.60674286,0,0,0,0,9.509951591,-2.69E-07,6.30E-08,-3.53E-11,9.373344421,18.35604553,0.001829677,15.809434,0.170538497
-0.044287406,0.850000024,0,1.185680985,245.8651123,0.503295362,-0.001673374,-88.60674286,0,0,0,0,9.594851494,-6.80E-07,2.92E-07,2.05E-10,9.638854027,24.18341282,0.001020427,15.82044,0.091199398
-0.044287406,0.850000024,0,0.000166183,245.8651123,0.503295362,9.45E-05,-88.60674286,0,0,0,0,9.687182426,2.51E-07,3.69E-08,-4.53E-12,3.995132923,7.308394344,0.000401743,15.825444,0.045319462
-0.044287406,0.850000024,0,0.001855458,245.8651123,0.503295362,0.000952015,-88.60674286,0,0,0,0,9.746706963,-1.44E-07,1.04E-07,1.24E-10,2.876298189,9.600390405,0.000140454,15.827682,0.021511025
-0.044287406,0.850000024,0,0.002655438,245.8651123,0.503295362,0.001352558,-88.60674286,0,0,0,0,9.779238701,1.61E-07,-5.74E-07,-1.43E-10,3.622714996,3.946060215,8.53E-05,15.828956,0.009894836
-0.044287406,0.850000024,0,0.002818738,245.8651581,0.49692896,0.001416302,-88.61477661,0.008134755,0.00086864,2.547447681,-0.051712513,9.775137901,-0.000923295,-0.007255528,-0.007655005,3.269524574,7.145986908,-0.101449448,15.8298,1.292556721
-0.041898903,0.850000024,0,0.002197954,245.8655548,0.370081842,0.001114102,-88.77397156,0.074162193,0.006953778,13.83199692,-0.346954346,9.8001194,-0.000921261,-0.009597379,-0.031444199,2.802656412,9.259173013,-1.374716597,15.828213,6.712988306
-0.038154695,0.850000024,0,0.002033235,245.8654175,0.135490447,0.001032963,-88.98052216,0.098327398,0.008625834,8.204203606,-0.187179565,9.818444252,-0.000236751,-0.001345955,-0.040099051,2.754908323,6.492992094,-2.181135441,15.789542,9.733715028
-0.033465996,0.850000024,0,0.002088503,245.8648529,-0.173969418,0.001068402,-89.21914673,0.098204456,0.008252578,7.107300758,-0.158055305,9.800908089,-5.73E-05,0.000634142,-0.043377414,2.488046646,8.043085532,-2.942804797,15.737785,12.27293337
-0.028533164,0.850000024,0,0.002224437,245.8636017,-0.54916352,0.001124172,-89.46727753,0.091749929,0.007460524,6.113034725,-0.137973309,9.801212311,-7.72E-06,0.001353074,-0.043617062,2.75113225,7.488693433,-3.380799861,15.678434,14.48362473
-0.023731356,0.850000024,0,0.002330934,245.8614044,-0.982760906,0.00117712,-89.70745087,0.084202565,0.006623433,5.651804924,-0.11991787,9.800531387,-5.38E-06,0.001230015,-0.041247606,3.263513327,2.482972771,-3.446369086,15.605986,16.52005418
-0.019312263,0.850000024,0,0.002658257,245.8581848,-1.471695423,0.001346264,-89.92934418,0.078062229,0.0058592,5.461074829,-0.10772562,9.853125572,6.14E-06,0.001029476,-0.037381344,2.458109856,6.37697638,-4.351021021,15.632685,18.48246593
-0.015471864,0.850000024,0,0.003201075,245.8538818,-2.004781961,0.001627674,-90.12578583,0.063841775,0.004823117,1.763958573,-0.076974392,9.778295517,-5.35E-05,0.0040239,-0.033356499,2.704193592,10.48572596,-4.615470515,15.6215315,19.45935552
0.008838508,0.850000024,0,0.003295052,245.8542786,-2.844838381,0.001660938,-90.01062012,0.047210265,-0.007965087,3.547735929,0.14201808,9.798119545,-0.00028314,0.000311145,0.019786833,2.556286335,4.531351178,-4.659124751,15.530226,21.01555008
0.005751731,0.850000024,0,0.003065542,245.8579254,-3.783885002,0.001540356,-89.86328125,0.058042943,-0.005340577,6.69143486,0.034971237,9.796708107,-0.000168376,-0.000905499,0.019906376,3.106398106,8.996957495,-5.765324412,15.378431,23.93984362
0.003564815,0.850000024,0,0.002934623,245.8631592,-4.841724873,0.00148901,-89.75292206,0.062728457,-0.003448487,5.310278893,0.027737141,9.804465294,-7.69E-05,-0.000555137,0.026161183,2.502274275,5.814751326,-5.602838037,15.217601,26.71367685
0.001958028,0.531104505,0,0.002867375,245.8699799,-6.020191669,0.001462383,-89.68963623,0.065822527,-0.002227784,5.273438931,0.011877537,9.805702209,-6.60E-05,2.50E-05,0.006676922,2.416641235,7.99513289,-7.073466358,15.01767,29.59773676
0.001317017,0,0.069338582,0.002986875,245.8751831,-6.857833862,0.001522083,-89.65734863,0.055249397,-0.001708985,2.216171741,0.017096281,9.81896019,-6.29E-05,0.003201773,0.004736206,2.838639975,5.847771831,-7.535875071,14.802389,30.44216057
0.009007209,0,0.028680962,0.003449817,245.8883514,-8.112594604,0.00174284,-89.42294312,0.017376,-0.008331299,-1.896990776,0.200571895,9.809616089,-0.000169276,0.004468929,0.028124001,2.547723532,5.184861497,-7.449986671,14.663598,29.65072289
0.004985396,0.46350944,0,0.003751906,245.9049377,-9.323189735,0.001887875,-89.23474121,-0.007444906,-0.005981444,-1.820267439,0.135329366,9.802182198,-0.000207488,0.001207878,0.017073197,2.459839106,9.539348277,-6.667122053,14.442803,28.61733133
0.002644729,0.636831582,0,0.003747356,245.9231415,-10.50731659,0.001884289,-89.13006592,-0.006837019,-0.003814697,0.250497818,0.046837181,9.805235863,-0.000216355,-0.00093704,0.008967007,1.884534597,8.335243405,-6.835199972,14.263064,28.45418172
0.001395174,0.430892259,0,0.003611766,245.942749,-11.70930004,0.001810627,-89.07220459,0.005716868,-0.002410889,1.404417157,0.027691603,9.811202049,-0.000128014,-0.001349115,0.005076018,1.796345115,4.89184535,-6.841236917,14.140024,29.20566176
0.005503686,0.226327181,0,0.003570317,245.9645996,-12.93199158,0.001806011,-88.97838593,0.00650234,-0.004882812,0.00869742,0.180729777,9.814378738,1.99E-05,0.000920272,0.015871404,2.229142904,6.917678028,-6.75502803,13.98562,29.34953991
0.003046375,0.346074998,0,0.003698691,245.9889526,-14.14912415,0.001849041,-88.86743927,-0.000853774,-0.003662109,-0.649853528,0.053479195,9.808736801,-0.000118484,0.000489279,0.010404887,2.788619041,5.553097717,-6.962393635,13.85853,29.07468376
0.001523142,0.442880273,0,0.003719799,246.0142517,-15.35300732,0.001865749,-88.80387115,-0.003695132,-0.002288818,-0.30702275,0.02679345,9.808529854,-0.000138794,0.000172392,0.005348291,2.374886513,6.316559015,-7.008283427,13.801313,28.80573727
0.000405588,0.449403346,0,0.003642958,246.0400848,-16.55670929,0.001844349,-88.77146149,-3.42E-05,-0.001312256,0.419077337,0.011241853,9.809008598,-0.000125784,-0.000778523,0.00221951,2.972181082,4.442543932,-6.841874787,13.740597,29.00866908
0.000761803,0.345172942,0,0.00362316,246.0663452,-17.76786041,0.001830883,-88.75783539,0.002253962,-0.000976562,0.166431099,0.046578601,9.811916351,-1.11E-05,0.00024187,0.002119557,2.278314114,5.989045988,-6.420080781,13.665357,29.10399855
0.002363078,0.364115804,0,0.003670177,246.0930634,-18.98119736,0.001838551,-88.73749542,0.000956226,-0.001342773,-0.086838238,0.052159421,9.809803009,0.00022489,-1.76E-05,0.004849605,1.677118421,3.960575189,-6.824837027,13.597883,29.12233899
